source_key,target_note,offset_cents,frequency_hz,display_mapping,tuning_name
A6+,A6+,94,1968.18,A6+=A6+ 94 cents,edo_31_diatonic7_88key
B6,A6+,94,1968.18,B6=A6+ 94 cents,edo_31_diatonic7_88key
C7,C7,87,2201.00,C7=C7 87 cents,edo_31_diatonic7_88key
C7+,C7,87,2201.00,C7+=C7 87 cents,edo_31_diatonic7_88key
D7,D7,03,2353.70,D7=D7 03 cents,edo_31_diatonic7_88key
D7+,D7,03,2353.70,D7+=D7 03 cents,edo_31_diatonic7_88key
E7,D7+,97,2632.11,E7=D7+ 97 cents,edo_31_diatonic7_88key
F7,F7,90,2943.46,F7=F7 90 cents,edo_31_diatonic7_88key
F7+,F7,90,2943.46,F7+=F7 90 cents,edo_31_diatonic7_88key
G7,G7,84,3291.63,G7=G7 84 cents,edo_31_diatonic7_88key
G7+,G7,84,3291.63,G7+=G7 84 cents,edo_31_diatonic7_88key
A7,A7,00,3520.00,A7=A7 00 cents,edo_31_diatonic7_88key
A7+,A7+,94,3936.37,A7+=A7+ 94 cents,edo_31_diatonic7_88key
B7,A7+,94,3936.37,B7=A7+ 94 cents,edo_31_diatonic7_88key
C8,C8,87,4401.99,C8=C8 87 cents,edo_31_diatonic7_88key
